symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2019-05-06 00:00:00+00:00,208.48,208.84,203.5,204.29,32443113,50.2380633384,50.3248136396,49.0380175046,49.2283862212,129772452,0.0,1.0
AAPL,2019-05-07 00:00:00+00:00,202.86,207.42,200.83,205.88,38763698,48.8837947469,49.9826318959,48.3946194371,49.611533385,155054792,0.0,1.0
AAPL,2019-05-08 00:00:00+00:00,202.9,205.34,201.75,201.9,26339504,48.8934336692,49.4814079332,48.6163146514,48.6524606102,105358016,0.0,1.0
AAPL,2019-05-09 00:00:00+00:00,200.72,201.68,196.66,200.4,34908607,48.3681124006,48.5994465373,47.3897617811,48.2910010217,139634428,0.0,1.0
AAPL,2019-05-10 00:00:00+00:00,197.18,198.85,192.77,197.42,41208712,47.7006170272,48.1046135301,46.6337759628,47.7586764049,164834848,0.77,1.0
AAPL,2019-05-13 00:00:00+00:00,185.72,189.48,182.85,187.71,57430623,44.9282817441,45.8378786607,44.2339883529,45.4096907505,229722492,0.0,1.0
AAPL,2019-05-14 00:00:00+00:00,188.66,189.7,185.41,186.41,36529677,45.6395091204,45.8910997569,44.8532883813,45.0952024548,146118708,0.0,1.0
AAPL,2019-05-15 00:00:00+00:00,190.92,191.75,186.02,186.27,26544718,46.1862349266,46.3870236077,45.0008559661,45.0613344845,106178872,0.0,1.0
AAPL,2019-05-16 00:00:00+00:00,190.08,192.47,188.84,189.91,33031364,45.9830271048,46.5612017407,45.6830536536,45.9419017123,132125456,0.0,1.0
AAPL,2019-05-17 00:00:00+00:00,189.0,190.9,186.76,186.93,32879090,45.7217599054,46.1813966452,45.1798723806,45.2209977731,131516360,0.0,1.0
AAPL,2019-05-20 00:00:00+00:00,183.09,184.35,180.28,183.52,38612290,44.2920477306,44.5968594633,43.6122691838,44.3960707822,154449160,0.0,1.0
AAPL,2019-05-21 00:00:00+00:00,186.6,188.0,184.7,185.22,28364848,45.1411661288,45.4798458318,44.681529389,44.8073247073,113459392,0.0,1.0
AAPL,2019-05-22 00:00:00+00:00,182.78,185.71,182.55,184.66,29748556,44.2170543678,44.9258626033,44.1614141308,44.6718528261,118994224,0.0,1.0
AAPL,2019-05-23 00:00:00+00:00,179.66,180.54,177.81,179.8,36529736,43.4622824582,43.675166843,43.0147414221,43.4961504285,146118944,0.0,1.0
AAPL,2019-05-24 00:00:00+00:00,178.97,182.14,178.62,180.2,23714686,43.2953617474,44.0622293607,43.2106918217,43.5929160579,94858744,0.0,1.0
AAPL,2019-05-28 00:00:00+00:00,178.23,180.59,177.91,178.92,27948160,43.116345333,43.6872625466,43.0389328295,43.2832660438,111792640,0.0,1.0
AAPL,2019-05-29 00:00:00+00:00,177.38,179.35,176.0,176.42,28481165,42.9107183705,43.3872890954,42.5768769489,42.6784808598,113924660,0.0,1.0
AAPL,2019-05-30 00:00:00+00:00,178.3,179.23,176.67,177.95,21218412,43.1332793181,43.3582594066,42.7389593782,43.0486093924,84873648,0.0,1.0
AAPL,2019-05-31 00:00:00+00:00,175.07,177.99,174.99,176.23,27043584,42.3518968605,43.0582859553,42.3325437346,42.6325171859,108174336,0.0,1.0
AAPL,2019-06-03 00:00:00+00:00,173.3,177.92,170.27,175.6,40396069,41.9237089503,43.0413519702,41.1907093074,42.4801113195,161584276,0.0,1.0
AAPL,2019-06-04 00:00:00+00:00,179.64,179.83,174.52,175.44,30967961,43.4574441767,43.5034078507,42.21884412,42.4414050677,123871844,0.0,1.0
AAPL,2019-06-05 00:00:00+00:00,182.54,184.99,181.14,184.28,29773427,44.1589949901,44.7516844704,43.8203152871,44.5799254781,119093708,0.0,1.0
AAPL,2019-06-06 00:00:00+00:00,185.22,185.47,182.15,183.08,22526311,44.8073247073,44.8678032257,44.0646485014,44.2896285898,90105244,0.0,1.0
AAPL,2019-06-07 00:00:00+00:00,190.15,191.92,185.77,186.51,30684393,45.99996109,46.4281490002,44.9403774477,45.1193938622,122737572,0.0,1.0
AAPL,2019-06-10 00:00:00+00:00,192.58,195.37,191.62,191.81,26220851,46.5878122888,47.262752554,46.3555747781,46.4015384521,104883404,0.0,1.0
AAPL,2019-06-11 00:00:00+00:00,194.81,196.0,193.6,194.86,26932882,47.1272806728,47.4151584204,46.8345646438,47.1393763765,107731528,0.0,1.0
AAPL,2019-06-12 00:00:00+00:00,194.19,195.97,193.39,193.95,18253189,46.9772939472,47.4079009982,46.7837626884,46.9192345696,73012756,0.0,1.0
AAPL,2019-06-13 00:00:00+00:00,194.15,196.79,193.6,194.7,21674625,46.9676173843,47.6062705385,46.8345646438,47.1006701248,86698500,0.0,1.0
AAPL,2019-06-14 00:00:00+00:00,192.74,193.59,190.3,191.55,18761474,46.6265185405,46.8321455031,46.036248201,46.338640793,75045896,0.0,1.0
AAPL,2019-06-17 00:00:00+00:00,193.89,194.96,192.17,192.9,14669144,46.9047197252,47.1635677839,46.4886275186,46.6652247923,58676576,0.0,1.0
